L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity
színarany,https://hu.wiktionary.org/wiki/színarany#Magyar,https://en.wiktionary.org/wiki/színarany#Hungarian,siːnɒrɒɲ,fine_gold,0,-,n,1786,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
színész,https://hu.wiktionary.org/wiki/színész#Magyar,https://en.wiktionary.org/wiki/színész#Hungarian,siːneːs,"actor, performer",0,-,n,1787,no_info,no_info,no_info,no_info,derivative,-,certain,"('actor', 'film')",0.743243243,0.783756852
színház,https://hu.wiktionary.org/wiki/színház#Magyar,https://en.wiktionary.org/wiki/színház#Hungarian,siːnhaːz,"house, shop, stage, theater, theatre",0,-,n,1830,no_info,no_info,no_info,no_info,no_info,-,certain,"('shop', 'shop')",0.70212766,1
szinkrón,https://hu.wiktionary.org/wiki/szinkrón#Magyar,https://en.wiktionary.org/wiki/szinkrón#Hungarian,sinkroːn,synchronous,0,-,a,1923,no_info,no_info,no_info,no_info,internationalism,+,certain,"('synchronous', 'spindle')",0.1,0.545893252
szint,https://hu.wiktionary.org/wiki/szint#Magyar,https://en.wiktionary.org/wiki/szint#Hungarian,sint,"bench, floor, horizon, level, mark, plane, rate, storey, story",0,-,n,1843,no_info,no_info,no_info,no_info,back-formation,-,certain,"('floor', 'floor')",0.346289753,1
szinte,https://hu.wiktionary.org/wiki/szinte#Magyar,https://en.wiktionary.org/wiki/szinte#Hungarian,sintɛ,"as_good_as, next_door_to",0,-,r,1495,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,(),0,-1
szintén,https://hu.wiktionary.org/wiki/szintén#Magyar,https://en.wiktionary.org/wiki/szintén#Hungarian,sinteːn,"also, eke, likewise, too",0,-,r,1456,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('too', 'always')",0.288461538,0.921939492
szintetizátor,https://hu.wiktionary.org/wiki/szintetizátor#Magyar,https://en.wiktionary.org/wiki/szintetizátor#Hungarian,sintɛtizaːtor,synthesizer,0,-,n,1992,no_info,no_info,no_info,no_info,internationalism,+,certain,"('synthesizer', 'drum')",0.394444444,0.675394654
szintézis,https://hu.wiktionary.org/wiki/szintézis#Magyar,https://en.wiktionary.org/wiki/szintézis#Hungarian,sinteːziʃ,synthesis,0,-,n,1826,no_info,no_info,no_info,no_info,internationalism,+,certain,"('synthesis', 'tool')",0.3515625,0.509183764
színtiszta,https://hu.wiktionary.org/wiki/színtiszta#Magyar,https://en.wiktionary.org/wiki/színtiszta#Hungarian,siːntistɒ,pure,0,-,n,1898,no_info,no_info,no_info,no_info,no_info,-,certain,"('pure', 'mix')",0.126420455,0.724084854
színültig,https://hu.wiktionary.org/wiki/színültig#Magyar,https://en.wiktionary.org/wiki/színültig#Hungarian,siːnyltiɡ,full_the_brim,0,-,n,1767,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
színvonal,https://hu.wiktionary.org/wiki/színvonal#Magyar,https://en.wiktionary.org/wiki/színvonal#Hungarian,siːnvonɒl,"level, plane, standard, standards",0,-,n,1838,no_info,no_info,no_info,no_info,no_info,-,certain,"('plane', 'airplane')",0.585714286,0.862173319
szipirtyó,https://hu.wiktionary.org/wiki/szipirtyó#Magyar,https://en.wiktionary.org/wiki/szipirtyó#Hungarian,sipircoː,bitch,0,-,n,1770,no_info,no_info,no_info,no_info,derivative,-,certain,"('bitch', 'shit')",0.14953271,0.693735301
szipka,https://hu.wiktionary.org/wiki/szipka#Magyar,https://en.wiktionary.org/wiki/szipka#Hungarian,sipkɒ,"cigarette_holder, holder",0,-,r,1792,no_info,no_info,no_info,no_info,derivative,-,certain,"('holder', 'silver')",0.508695652,0.653616786
szipoly,https://hu.wiktionary.org/wiki/szipoly#Magyar,https://en.wiktionary.org/wiki/szipoly#Hungarian,sipoj,sepoy,0,-,n,1590,no_info,no_info,no_info,no_info,derivative,-,certain,"('sepoy', 'chieftain')",0.34448118,0.513743222
sziporkázik,https://hu.wiktionary.org/wiki/sziporkázik#Magyar,https://en.wiktionary.org/wiki/sziporkázik#Hungarian,siporkaːzik,"scintillate, sparkle",0,-,v,1792,no_info,no_info,no_info,no_info,no_info,-,certain,"('sparkle', 'shine')",0.101821192,0.744840443
szippant,https://hu.wiktionary.org/wiki/szippant#Magyar,https://en.wiktionary.org/wiki/szippant#Hungarian,sipːɒnt,"pull_at, sniff",0,-,v,1755,no_info,no_info,no_info,no_info,derivative,-,certain,"('sniff', 'sniff')",0.114606742,0.99999994
szirén,https://hu.wiktionary.org/wiki/szirén#Magyar,https://en.wiktionary.org/wiki/szirén#Hungarian,sireːn,"mermaid, mermaiden, siren",0,-,n,1604,IE,Romance,Latin,no_info,general,+,certain,"('siren', 'shriek')",0.184397163,0.715632856
sziréna,https://hu.wiktionary.org/wiki/sziréna#Magyar,https://en.wiktionary.org/wiki/sziréna#Hungarian,sireːnɒ,"hooter, siren, steam-siren",0,-,n,1893,no_info,no_info,no_info,no_info,internationalism,+,certain,"('siren', 'shriek')",0.184397163,0.715632856
szirom,https://hu.wiktionary.org/wiki/szirom#Magyar,https://en.wiktionary.org/wiki/szirom#Hungarian,sirom,petal,0,-,n,1790,no_info,no_info,no_info,no_info,doublet-formation,-,certain,"('petal', 'navel')",0.12244898,0.613673985
szirony,https://hu.wiktionary.org/wiki/szirony#Magyar,https://en.wiktionary.org/wiki/szirony#Hungarian,siroɲ,"petal, colorful_leather_ribbon, ribbon, band, leather, colorful",1,-,n,1405,no_info,no_info,no_info,no_info,contempted origin,+,certain,"('leather', 'leather')",0.135278515,1
szirony,https://hu.wiktionary.org/wiki/szirony#Magyar,https://en.wiktionary.org/wiki/szirony#Hungarian,siroɲ,"petal, colorful_leather_ribbon, ribbon, band, leather, colorful",2,-,n,1708,U,no_info,no_info,no_info,no_info,-,uncertain,"('leather', 'leather')",0.135278515,1
szirt,https://hu.wiktionary.org/wiki/szirt#Magyar,https://en.wiktionary.org/wiki/szirt#Hungarian,sirt,"cliff, ledge, rock",0,-,n,1405,Turkic,Oghur,Chuvash,no_info,no_info,+,certain,"('cliff', 'cliff')",0.16576087,1
szirup,https://hu.wiktionary.org/wiki/szirup#Magyar,https://en.wiktionary.org/wiki/szirup#Hungarian,sirup,"syrup, treacle",0,-,n,1550,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('syrup', 'sugar')",0.79375,0.854898751
sziszeg,https://hu.wiktionary.org/wiki/sziszeg#Magyar,https://en.wiktionary.org/wiki/sziszeg#Hungarian,sisɛɡ,hiss,0,-,v,1552,no_info,no_info,no_info,no_info,no_info,-,certain,"('hiss', 'sock')",0.68442623,0.433527201
sziszifuszi,https://hu.wiktionary.org/wiki/sziszifuszi#Magyar,https://en.wiktionary.org/wiki/sziszifuszi#Hungarian,sisifusi,Sisyphean,0,-,a,1847,no_info,no_info,no_info,no_info,from proper noun,-,certain,(),0,-1
szít,https://hu.wiktionary.org/wiki/szít#Magyar,https://en.wiktionary.org/wiki/szít#Hungarian,siːt,"fester, foment, instigate",0,-,v,1405,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('fester', 'quarrel')",0.184322034,0.586851239
szita,https://hu.wiktionary.org/wiki/szita#Magyar,https://en.wiktionary.org/wiki/szita#Hungarian,sitɒ,"jig, sieve, strainer",0,-,n,1405,no_info,no_info,no_info,no_info,no_info,-,certain,"('sieve', 'sieve')",0.169300226,1
szitakötő,https://hu.wiktionary.org/wiki/szitakötő#Magyar,https://en.wiktionary.org/wiki/szitakötő#Hungarian,sitɒkøtøː,"adder-fly, dragonfly, flying_adder",0,-,n,1782,no_info,no_info,no_info,no_info,no_info,-,certain,"('dragonfly', 'parrot')",0.5,0.707276106
szitkozódik,https://hu.wiktionary.org/wiki/szitkozódik#Magyar,https://en.wiktionary.org/wiki/szitkozódik#Hungarian,sitkozoːdik,"belch_forth_blasphemies, belch_out_blasphemies, bitch, blaspheme, cuss, eff_and_blind, rail, revile, swear, sware, sworn, swear, swore, sworn",0,-,v,1474,no_info,no_info,no_info,no_info,derivative,-,certain,"('swear', 'swear')",0.235915493,1
szittya,https://hu.wiktionary.org/wiki/szittya#Magyar,https://en.wiktionary.org/wiki/szittya#Hungarian,sicːɒ,Scythian,0,-,n,1533,IE,Romance,Latin,no_info,general,+,certain,(),0,-1
szittyó,https://hu.wiktionary.org/wiki/szittyó#Magyar,https://en.wiktionary.org/wiki/szittyó#Hungarian,sicːoː,rush,0,-,n,1495,IE,Slavic,no_info,Western,no_info,+,uncertain,"('rush', 'go')",0.028846154,0.720044792
szív,https://hu.wiktionary.org/wiki/szív#Magyar,https://en.wiktionary.org/wiki/szív#Hungarian,siːv,"suck, inhale, absorb",1,-,v,1456,no_info,no_info,no_info,no_info,no_info,-,certain,"('suck', 'suck')",0.059625213,1
szív,https://hu.wiktionary.org/wiki/szív#Magyar,https://en.wiktionary.org/wiki/szív#Hungarian,siːv,"cardiac, heart",2,-,n,1372,U,no_info,no_info,no_info,no_info,-,certain,"('heart', 'heart')",0.223300971,1
szivacs,https://hu.wiktionary.org/wiki/szivacs#Magyar,https://en.wiktionary.org/wiki/szivacs#Hungarian,sivɒt͡ʃ,sponge,0,-,n,1828,no_info,no_info,no_info,no_info,derivative,-,certain,"('sponge', 'bark')",0.160965795,0.673460662
szivar,https://hu.wiktionary.org/wiki/szivar#Magyar,https://en.wiktionary.org/wiki/szivar#Hungarian,sivɒr,"chappie, chappy, cigar, fella, feller, smoke, weed",0,-,n,1837,no_info,no_info,no_info,no_info,derivative,-,certain,"('smoke', 'smoke')",0.199186992,1
szivárvány,https://hu.wiktionary.org/wiki/szivárvány#Magyar,https://en.wiktionary.org/wiki/szivárvány#Hungarian,sivaːrvaːɲ,"bow, rainbow, water_bow",0,-,n,1416,no_info,no_info,no_info,no_info,derivative,-,certain,"('bow', 'bow')",0.157534247,1
szívós,https://hu.wiktionary.org/wiki/szívós#Magyar,https://en.wiktionary.org/wiki/szívós#Hungarian,siːvoːʃ,"die_hard, hardy, persistent, stout, tenacious, tough",0,-,a,1566,no_info,no_info,no_info,no_info,derivative,-,certain,"('tough', 'hard')",0.082294264,0.837321937
szkepticizmus,https://hu.wiktionary.org/wiki/szkepticizmus#Magyar,https://en.wiktionary.org/wiki/szkepticizmus#Hungarian,skɛptit͡sizmuʃ,"scepticism, skepticism",0,-,n,1789,no_info,no_info,no_info,no_info,internationalism,+,certain,"('skepticism', 'anger')",0.216165414,0.771028936
szkinhed,https://hu.wiktionary.org/wiki/szkinhed#Magyar,https://en.wiktionary.org/wiki/szkinhed#Hungarian,skinhɛd,skinhead,0,-,n,1990,no_info,no_info,no_info,no_info,no_info,-,certain,"('skinhead', 'crush')",0.081306991,0.466156334
szláv,https://hu.wiktionary.org/wiki/szláv#Magyar,https://en.wiktionary.org/wiki/szláv#Hungarian,slaːv,Slav,0,-,a,1783,IE,Romance,Latin,no_info,general,+,certain,(),0,-1
szleng,https://hu.wiktionary.org/wiki/szleng#Magyar,https://en.wiktionary.org/wiki/szleng#Hungarian,slɛnɡ,slang,0,-,n,1979,no_info,no_info,no_info,no_info,internationalism,+,certain,"('slang', 'language')",0.306818182,0.710154474
szlovák,https://hu.wiktionary.org/wiki/szlovák#Magyar,https://en.wiktionary.org/wiki/szlovák#Hungarian,slovaːk,Slovak,0,-,a,1828,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
szlovén,https://hu.wiktionary.org/wiki/szlovén#Magyar,https://en.wiktionary.org/wiki/szlovén#Hungarian,sloveːn,Slovenian,0,-,a,1819,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
szmoking,https://hu.wiktionary.org/wiki/szmoking#Magyar,https://en.wiktionary.org/wiki/szmoking#Hungarian,smokinɡ,"black_tie, dinner_jacket, tux, tuxedo",0,-,n,1894,no_info,no_info,no_info,no_info,internationalism,+,certain,"('tuxedo', 'dress')",0.467741935,0.752717257
sznob,https://hu.wiktionary.org/wiki/sznob#Magyar,https://en.wiktionary.org/wiki/sznob#Hungarian,snob,"snobbish, snobby, snooty",0,-,a,1884,no_info,no_info,no_info,no_info,internationalism,+,certain,"('snobbish', 'scold')",0.166666667,0.624070764
sznóbord,https://hu.wiktionary.org/wiki/sznóbord#Magyar,https://en.wiktionary.org/wiki/sznóbord#Hungarian,snoːbord,sznóbord,0,-,n,1990,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
szó,https://hu.wiktionary.org/wiki/szó#Magyar,https://en.wiktionary.org/wiki/szó#Hungarian,soː,"term, word",0,-,n,1300,Ug,no_info,no_info,no_info,no_info,-,certain,"('word', 'word')",0.254299754,1
sző,https://hu.wiktionary.org/wiki/sző#Magyar,https://en.wiktionary.org/wiki/sző#Hungarian,søː,"plate, spin, span, spun, warp, weave, wove, woven",0,-,v,1372,FU,no_info,no_info,no_info,no_info,-,certain,"('plate', 'plate')",0.538551402,1.000000119
szoba,https://hu.wiktionary.org/wiki/szoba#Magyar,https://en.wiktionary.org/wiki/szoba#Hungarian,sobɒ,"apartment, chamber, closet, room",0,-,n,1300,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('room', 'room')",0.514808362,1
szobor,https://hu.wiktionary.org/wiki/szobor#Magyar,https://en.wiktionary.org/wiki/szobor#Hungarian,sobor,"image, monument, statue",0,-,n,1604,IE,Slavic,no_info,Southern,no_info,+,certain,"('statue', 'statue')",0.339622642,1
szociális,https://hu.wiktionary.org/wiki/szociális#Magyar,https://en.wiktionary.org/wiki/szociális#Hungarian,sot͡siaːliʃ,social,0,-,a,1834,no_info,no_info,no_info,no_info,internationalism,+,certain,"('social', 'own')",0.256097561,0.721669614
szöcske,https://hu.wiktionary.org/wiki/szöcske#Magyar,https://en.wiktionary.org/wiki/szöcske#Hungarian,søt͡ʃkɛ,grasshopper,0,-,n,1538,no_info,no_info,no_info,no_info,change of part of speech,-,certain,"('grasshopper', 'grasshopper')",0.105555556,1
szóda,https://hu.wiktionary.org/wiki/szóda#Magyar,https://en.wiktionary.org/wiki/szóda#Hungarian,soːdɒ,"soda, soda-water",0,-,n,1593,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('soda', 'milk')",0.069948187,0.808968961
szófa,https://hu.wiktionary.org/wiki/szófa#Magyar,https://en.wiktionary.org/wiki/szófa#Hungarian,soːfɒ,chesterfield,0,-,n,1762,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('chesterfield', 'peel')",0.146067416,0.445523441
szoftver,https://hu.wiktionary.org/wiki/szoftver#Magyar,https://en.wiktionary.org/wiki/szoftver#Hungarian,softvɛr,software,0,-,n,1985,no_info,no_info,no_info,no_info,no_info,-,certain,"('software', 'tool')",0.3515625,0.761168718
szög,https://hu.wiktionary.org/wiki/szög#Magyar,https://en.wiktionary.org/wiki/szög#Hungarian,søɡ,angle,2,-,n,1778,no_info,no_info,no_info,no_info,doublet-formation,-,certain,"('angle', 'beam')",0.302281369,0.694444716
szög,https://hu.wiktionary.org/wiki/szög#Magyar,https://en.wiktionary.org/wiki/szög#Hungarian,søɡ,"brown, brownish, blackish, dark_brown, fairish, light_brown",1,-,a,1270,Ug,no_info,no_info,no_info,no_info,-,uncertain,"('brown', 'white')",0.158653846,0.860901177
szója,https://hu.wiktionary.org/wiki/szója#Magyar,https://en.wiktionary.org/wiki/szója#Hungarian,soːjɒ,soy,0,-,n,1884,no_info,no_info,no_info,no_info,internationalism,+,certain,"('soy', 'sugar')",0.79375,0.735787749
szőke,https://hu.wiktionary.org/wiki/szőke#Magyar,https://en.wiktionary.org/wiki/szőke#Hungarian,søːkɛ,"blond, blonde, fair, light",0,-,a,1549,no_info,no_info,no_info,no_info,derivative,-,certain,"('light', 'light')",0.077586207,1
szokik,https://hu.wiktionary.org/wiki/szokik#Magyar,https://en.wiktionary.org/wiki/szokik#Hungarian,sokik,addicted,0,-,v,1372,unknown,unknown,unknown,unknown,unknown,+,certain,"('addicted', 'drunk')",0.067961165,0.644417524
szökik,https://hu.wiktionary.org/wiki/szökik#Magyar,https://en.wiktionary.org/wiki/szökik#Hungarian,søkik,"escape, fly, flew, flown, spring, sprang, sprung",0,-,v,1405,Turkic,no_info,no_info,no_info,general,+,certain,"('fly', 'fly')",0.131140716,1
szoknya,https://hu.wiktionary.org/wiki/szoknya#Magyar,https://en.wiktionary.org/wiki/szoknya#Hungarian,sokɲɒ,skirt,0,-,n,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('skirt', 'skirt')",0.609797297,1
szökőév,https://hu.wiktionary.org/wiki/szökőév#Magyar,https://en.wiktionary.org/wiki/szökőév#Hungarian,søkøːeːv,leap_year,0,-,n,1835,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
szökőkút,https://hu.wiktionary.org/wiki/szökőkút#Magyar,https://en.wiktionary.org/wiki/szökőkút#Hungarian,søkøːkuːt,"fountain, waterworks",0,-,n,1782,no_info,no_info,no_info,no_info,no_info,-,certain,"('fountain', 'garden')",0.46177686,0.770202994
szol,https://hu.wiktionary.org/wiki/szol#Magyar,https://en.wiktionary.org/wiki/szol#Hungarian,sol,-,0,+,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
szöl,https://hu.wiktionary.org/wiki/szöl#Magyar,https://en.wiktionary.org/wiki/szöl#Hungarian,søl,-,0,+,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
szolga,https://hu.wiktionary.org/wiki/szolga#Magyar,https://en.wiktionary.org/wiki/szolga#Hungarian,solɡɒ,"attendant, boots, footman, groom, henchman, henchmen, man-servant, men-servants, man-servant, men-servant, menial, servant, servitor, skip, thrall, walla, wallah",0,-,n,1300,no_info,no_info,no_info,no_info,no_info,-,certain,"('servant', 'servant')",0.355769231,1
szolgabíró,https://hu.wiktionary.org/wiki/szolgabíró#Magyar,https://en.wiktionary.org/wiki/szolgabíró#Hungarian,solɡɒbiːroː,sheriff,0,-,n,1404,no_info,no_info,no_info,no_info,no_info,-,certain,"('sheriff', 'police')",0.797959184,0.629237711
szolgabíró,https://hu.wiktionary.org/wiki/szolgabíró#Magyar,https://en.wiktionary.org/wiki/szolgabíró#Hungarian,solɡɒbiːroː,sheriff,0,-,n,1404,no_info,no_info,no_info,no_info,no_info,-,certain,"('sheriff', 'police')",0.797959184,0.629237711
szolid,https://hu.wiktionary.org/wiki/szolid#Magyar,https://en.wiktionary.org/wiki/szolid#Hungarian,solid,"solid, well-set",0,-,a,1824,no_info,no_info,no_info,no_info,internationalism,+,certain,"('solid', 'strong')",0.275229358,0.744541645
szóló,https://hu.wiktionary.org/wiki/szóló#Magyar,https://en.wiktionary.org/wiki/szóló#Hungarian,soːloː,solo,0,-,a,1787,IE,Romance,Italian,mostly North-Italian,no_info,+,certain,"('solo', 'song')",0.223684211,0.770197272
szőlő,https://hu.wiktionary.org/wiki/szőlő#Magyar,https://en.wiktionary.org/wiki/szőlő#Hungarian,søːløː,"grape, grapes, vine",0,-,n,1372,Turkic,Oghur,Chuvash,no_info,no_info,+,certain,"('grape', 'grape')",0.459134615,1
szombat,https://hu.wiktionary.org/wiki/szombat#Magyar,https://en.wiktionary.org/wiki/szombat#Hungarian,sombɒt,Saturday,0,-,n,1405,IE,Slavic,no_info,Southern,no_info,+,uncertain,(),0,-1
szomjas,https://hu.wiktionary.org/wiki/szomjas#Magyar,https://en.wiktionary.org/wiki/szomjas#Hungarian,somjɒʃ,"be_dry, dry, feel_dry, hungry, thirsting, thirsty",0,-,a,1798,no_info,no_info,no_info,no_info,derivative,-,certain,"('dry', 'dry')",0.084269663,1
szömörce,https://hu.wiktionary.org/wiki/szömörce#Magyar,https://en.wiktionary.org/wiki/szömörce#Hungarian,sømørt͡sɛ,sumac,0,-,n,1282,no_info,no_info,no_info,no_info,no_info,+,uncertain,"('sumac', 'gourd')",0.263513514,0.582015038
szömörcsög,https://hu.wiktionary.org/wiki/szömörcsög#Magyar,https://en.wiktionary.org/wiki/szömörcsög#Hungarian,sømørt͡ʃøɡ,szömörcsög,0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
szomorú,https://hu.wiktionary.org/wiki/szomorú#Magyar,https://en.wiktionary.org/wiki/szomorú#Hungarian,somoruː,"afflicted, be_in_the_dumps, cheerless, dismal, distressed, doleful, grievous, heavy-hearted, joyless, melancholy, mirthless, mournful, pained, piteous, pitiable, plaintive, rigorous, sad, sorrowful, sorry, trist, tristful, woebegone, woeful",0,-,a,1251,FU,no_info,no_info,no_info,no_info,-,uncertain,"('sorry', 'guess')",0.224696356,0.78739661
szomszéd,https://hu.wiktionary.org/wiki/szomszéd#Magyar,https://en.wiktionary.org/wiki/szomszéd#Hungarian,somseːd,"neighbor, neighbour, next",0,-,a,1416,no_info,no_info,no_info,no_info,no_info,-,certain,"('neighbour', 'neighbour')",0.205128205,1.000000119
szonáta,https://hu.wiktionary.org/wiki/szonáta#Magyar,https://en.wiktionary.org/wiki/szonáta#Hungarian,sonaːtɒ,sonata,0,-,n,1796,no_info,no_info,no_info,no_info,internationalism,+,certain,"('sonata', 'flute')",0.332608696,0.691852391
szonda,https://hu.wiktionary.org/wiki/szonda#Magyar,https://en.wiktionary.org/wiki/szonda#Hungarian,sondɒ,"probe, searcher",0,-,n,1782,IE,Romance,Italian,mostly North-Italian,no_info,+,certain,"('probe', 'secret')",0.365625,0.672433734
szonett,https://hu.wiktionary.org/wiki/szonett#Magyar,https://en.wiktionary.org/wiki/szonett#Hungarian,sonɛtː,sonnet,0,-,n,1789,no_info,no_info,no_info,no_info,internationalism,+,certain,"('sonnet', 'vagina')",0.336206897,0.422099739
szontyolodik,https://hu.wiktionary.org/wiki/szontyolodik#Magyar,https://en.wiktionary.org/wiki/szontyolodik#Hungarian,soncolodik,become_sad,0,-,v,1519,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
