L2_orth,L2_link,L2_latin,L2_ipa,L2_en,L2_pos,L2_in
𐍄𐍅𐌰𐌹 𐍄𐌹𐌲𐌾𐌿𐍃,https://en.wiktionary.org/wiki/𐍄𐍅𐌰𐌹 𐍄𐌹𐌲𐌾𐌿𐍃#Gothic,twai tigjus,twɛtɪɣjus,twenty,n,twɛtɪɣjus
𐍄𐍅𐌰𐌹 𐍄𐌹𐌲𐌾𐌿𐍃 𐌸𐌿𐍃𐌿𐌽𐌳𐌾𐍉,https://en.wiktionary.org/wiki/𐍄𐍅𐌰𐌹 𐍄𐌹𐌲𐌾𐌿𐍃 𐌸𐌿𐍃𐌿𐌽𐌳𐌾𐍉#Gothic,twai tigjus þusundjō,twɛtɪɣjusθusundjo,twenty_thousand,n,twɛtɪɣjusθusundjo
𐍄𐍅𐌰𐌻𐌹𐌱,https://en.wiktionary.org/wiki/𐍄𐍅𐌰𐌻𐌹𐌱#Gothic,twalib,twalɪβ,Alternative_form_of_𐍄𐍅𐌰𐌻𐌹𐍆,r,twalɪβ
𐍄𐍅𐌰𐌻𐌹𐌱𐍅𐌹𐌽𐍄𐍂𐌿𐍃,https://en.wiktionary.org/wiki/𐍄𐍅𐌰𐌻𐌹𐌱𐍅𐌹𐌽𐍄𐍂𐌿𐍃#Gothic,twalibwintrus,twalɪβwɪntrus,twelve_years_old,a,twalɪβwɪntrus
𐍄𐍅𐌰𐌻𐌹𐍆,https://en.wiktionary.org/wiki/𐍄𐍅𐌰𐌻𐌹𐍆#Gothic,twalif,twalɪɸ,twelve,r,twalɪɸ
𐍄𐍅𐌴𐌹𐍆𐌻,https://en.wiktionary.org/wiki/𐍄𐍅𐌴𐌹𐍆𐌻#Gothic,twēifl,tweɪɸl,doubt,n,tweɪɸl
𐍄𐍅𐌴𐌹𐍆𐌻𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍄𐍅𐌴𐌹𐍆𐌻𐌴𐌹𐌽𐍃#Gothic,twēiflēins,tweɪɸleɪns,"disputation, doubting, hesitation",n,tweɪɸleɪns
𐍄𐍅𐌴𐌹𐍆𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐍅𐌴𐌹𐍆𐌻𐌾𐌰𐌽#Gothic,twēifljan,tweɪɸl̥jan,doubt,v,tweɪɸl̥j
𐍄𐍅𐌹𐍃-,https://en.wiktionary.org/wiki/𐍄𐍅𐌹𐍃-#Gothic,twis-,twɪs,,r,twɪs
𐍄𐍅𐌹𐍃𐍃𐍄𐌰𐌽𐌳𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐍅𐌹𐍃𐍃𐍄𐌰𐌽𐌳𐌰𐌽#Gothic,twisstandan,twɪsstandan,"leave, depart_or_separate_from",v,twɪsstand
𐍄𐍅𐌹𐍃𐍃𐍄𐌰𐍃𐍃,https://en.wiktionary.org/wiki/𐍄𐍅𐌹𐍃𐍃𐍄𐌰𐍃𐍃#Gothic,twisstass,twɪsstass,discord,n,twɪsstass
𐍄𐍅𐍉𐍃 𐌸𐌿𐍃𐌿𐌽𐌳𐌾𐍉𐍃,https://en.wiktionary.org/wiki/𐍄𐍅𐍉𐍃 𐌸𐌿𐍃𐌿𐌽𐌳𐌾𐍉𐍃#Gothic,twōs þusundjōs,twosθusundjos,two_thousand,n,twosθusundjos
𐍄𐍉𐌾𐌰,https://en.wiktionary.org/wiki/𐍄𐍉𐌾𐌰#Gothic,tōja,toja,Nominative_and_accusative_plural_form_of_𐍄𐌰𐌿𐌹.,n,toja
𐍄𐍉𐌾𐌰 𐌰𐍀𐌰𐌿𐍃𐍄𐌰𐌿𐌻𐌴,https://en.wiktionary.org/wiki/𐍄𐍉𐌾𐌰 𐌰𐍀𐌰𐌿𐍃𐍄𐌰𐌿𐌻𐌴#Gothic,tōja apaustaulē,tojaapɔstɔle,"Acts_of_, Apostles",n,tojaapɔstɔle
𐍅,https://en.wiktionary.org/wiki/𐍅#Gothic,w,w,"The_twenty_second_letter_of_, Gothic_alphabet, representing_/w/, with_, numerical_value_of_400.",r,w
𐍅𐌰𐌲𐌲𐌰𐍂𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌲𐌲𐌰𐍂𐌴𐌹𐍃#Gothic,waggarēis,waŋɡareɪs,pillow,n,waŋɡareɪs
𐍅𐌰𐌲𐌲𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌲𐌲𐍃#Gothic,waggs,waŋɡs,paradise,n,waŋɡs
𐍅𐌰𐌲𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌲𐌾𐌰𐌽#Gothic,wagjan,waɣjan,shake,v,waɣj
𐍅𐌰𐌳𐌳𐌾𐌿𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍅𐌰𐌳𐌳𐌾𐌿𐍃#Gothic,waddjus,waddjus,wall,n,waddjus
𐍅𐌰𐌳𐌹,https://en.wiktionary.org/wiki/𐍅𐌰𐌳𐌹#Gothic,wadi,waðɪ,", sum_of_money_paid_in_advance_as_, deposit, , security, an_earnest",n,waðɪ
𐍅𐌰𐌳𐌾𐌰𐌱𐍉𐌺𐍉𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌳𐌾𐌰𐌱𐍉𐌺𐍉𐍃#Gothic,wadjabōkōs,waðjaβokos,"written_pledge, debenture, bond",n,waðjaβokos
𐍅𐌰𐌷𐍃𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌷𐍃𐌾𐌰𐌽#Gothic,wahsjan,wahsjan,grow,v,wahsj
𐍅𐌰𐌷𐍃𐍄𐌿𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌷𐍃𐍄𐌿𐍃#Gothic,wahstus,wahstus,"size, stature",n,wahstus
𐍅𐌰𐌷𐍄𐍅𐍉𐌼,https://en.wiktionary.org/wiki/𐍅𐌰𐌷𐍄𐍅𐍉𐌼#Gothic,wahtwōm,wahtwom,"watch, vigil",n,wahtwom
𐍅𐌰𐌹,https://en.wiktionary.org/wiki/𐍅𐌰𐌹#Gothic,wai,wɛ,woe!_alas!,r,wɛ
𐍅𐌰𐌹𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌰𐌽#Gothic,waian,wɛan,blow,v,wɛ
𐍅𐌰𐌹𐌱𐌾𐌰𐌽,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍅𐌰𐌹𐌱𐌾𐌰𐌽#Gothic,waibjan,wɛβjan,,r,wɛβjan
𐍅𐌰𐌹𐌳𐌴𐌳𐌾𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌳𐌴𐌳𐌾𐌰#Gothic,waidēdja,wɛðeðja,"evildoer, criminal, bandit",n,wɛðeðja
𐍅𐌰𐌹𐌷𐍃𐍄𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌷𐍃𐍄𐌰#Gothic,waihsta,wɛhsta,corner,n,wɛhsta
𐍅𐌰𐌹𐌷𐍃𐍄𐌰𐍃𐍄𐌰𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌷𐍃𐍄𐌰𐍃𐍄𐌰𐌹𐌽𐍃#Gothic,waihstastains,wɛhstastɛns,"cornerstone, quoin",n,wɛhstastɛns
𐍅𐌰𐌹𐌷𐍄,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌷𐍄#Gothic,waiht,wɛht,thing,n,wɛht
𐍅𐌰𐌹𐌷𐍄𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌷𐍄𐍃#Gothic,waihts,wɛhts,thing,n,wɛhts
𐍅𐌰𐌹𐌻𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌻𐌰#Gothic,waila,wɛla,well,r,wɛla
𐍅𐌰𐌹𐌻𐌰𐌳𐌴𐌸𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌻𐌰𐌳𐌴𐌸𐍃#Gothic,wailadēþs,wɛlaðeθs,good_deed,n,wɛlaðeθs
𐍅𐌰𐌹𐌻𐌰𐌵𐌹𐍃𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌻𐌰𐌵𐌹𐍃𐍃#Gothic,wailaqiss,wɛlakʷɪss,blessing,n,wɛlakʷɪss
𐍅𐌰𐌹𐌻𐌰𐌼𐌴𐍂𐌴𐌹,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌻𐌰𐌼𐌴𐍂𐌴𐌹#Gothic,wailamērēi,wɛlamereɪ,good_reputation,n,wɛlamereɪ
𐍅𐌰𐌹𐌻𐌰𐌼𐌴𐍂𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌻𐌰𐌼𐌴𐍂𐌴𐌹𐌽𐍃#Gothic,wailamērēins,wɛlamereɪns,"evangelization, preaching, bringing_good_tidings",n,wɛlamereɪns
𐍅𐌰𐌹𐌻𐌰𐌼𐌴𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌻𐌰𐌼𐌴𐍂𐌾𐌰𐌽#Gothic,wailamērjan,wɛlamerjan,"evangelize, preach, bring_good_tidings",v,wɛlamerj
𐍅𐌰𐌹𐌻𐌰𐍃𐍀𐌹𐌻𐌻𐍉𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌻𐌰𐍃𐍀𐌹𐌻𐌻𐍉𐌽#Gothic,wailaspillōn,wɛlaspɪllon,"evangelize, bring_good_tidings",v,wɛlaspɪllon
𐍅𐌰𐌹𐌽𐌰𐌷𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌽𐌰𐌷𐍃#Gothic,wainahs,wɛnahs,"wretched, unhappy, miserable",a,wɛnahs
𐍅𐌰𐌹𐌽𐌴𐌹,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐌽𐌴𐌹#Gothic,wainēi,wɛneɪ,"A_phrase_that_signifies_, wish_or_desire_for_, present_or_, future., if_only, would_that, that_not, how_pitiful_that_not, woe!",r,wɛneɪ
𐍅𐌰𐌹𐍀𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍀𐍃#Gothic,waips,wɛps,"crown, laurel, wreath",n,wɛps
𐍅𐌰𐌹𐍂,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂#Gothic,wair,wɛr,man,n,wɛr
𐍅𐌰𐌹𐍂𐌰𐌻𐌴𐌹𐌺𐍉,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐌰𐌻𐌴𐌹𐌺𐍉#Gothic,wairalēikō,wɛraleɪko,"in_, manly_fashion",r,wɛraleɪko
𐍅𐌰𐌹𐍂𐌳𐌿𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐌳𐌿𐍃#Gothic,wairdus,wɛrdus,host,n,wɛrdus
𐍅𐌰𐌹𐍂𐌸,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐌸#Gothic,wairþ,wɛrθ,"worth, value",n,wɛrθ
𐍅𐌰𐌹𐍂𐌸𐌰𐌱𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐌸𐌰𐌱𐌰#Gothic,wairþaba,wɛrθaβa,worthily,r,wɛrθaβa
𐍅𐌰𐌹𐍂𐌸𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐌸𐌰𐌽#Gothic,wairþan,wɛrθan,become,v,wɛrθ
𐍅𐌰𐌹𐍂𐌸𐌹𐌳𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐌸𐌹𐌳𐌰#Gothic,wairþida,wɛrθɪða,"worthiness, fittingness, sufficiency",n,wɛrθɪða
-𐍅𐌰𐌹𐍂𐌸𐍃,https://en.wiktionary.org/wiki/-𐍅𐌰𐌹𐍂𐌸𐍃#Gothic,-wairþs,wɛrθs,,r,wɛrθs
𐍅𐌰𐌹𐍂𐌸𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐌸𐍃#Gothic,wairþs,wɛrθs,"worthy, suitable, useful, valuable",a,wɛrθs
𐍅𐌰𐌹𐍂𐌹𐌻𐍉,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐌹𐌻𐍉#Gothic,wairilō,wɛrɪlo,lip,n,wɛrɪlo
𐍅𐌰𐌹𐍂𐍀𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐍀𐌰𐌽#Gothic,wairpan,wɛrpan,throw,v,wɛrp
𐍅𐌰𐌹𐍂𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍂𐍃#Gothic,wairs,wɛrs,worse,r,wɛrs
𐍅𐌰𐌹𐍄𐌴𐌹,https://en.wiktionary.org/wiki/𐍅𐌰𐌹𐍄𐌴𐌹#Gothic,waitēi,wɛteɪ,perhaps,r,wɛteɪ
𐍅𐌰𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌺𐌰𐌽#Gothic,wakan,wakan,stay_awake,v,wak
𐍅𐌰𐌻𐌳𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌻𐌳𐌰𐌽#Gothic,waldan,waldan,guide_or_rule,v,wald
𐍅𐌰𐌻𐌳𐌰𐌽𐌳𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍅𐌰𐌻𐌳𐌰𐌽𐌳𐍃#Gothic,waldands,waldands,,r,waldands
𐍅𐌰𐌻𐌳𐌿𐍆𐌽𐌹,https://en.wiktionary.org/wiki/𐍅𐌰𐌻𐌳𐌿𐍆𐌽𐌹#Gothic,waldufni,walduɸnɪ,"authority, power",n,walduɸnɪ
𐍅𐌰𐌻𐌹𐍃𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌻𐌹𐍃𐌰#Gothic,walisa,walɪsa,"true, genuine",a,walɪsa
𐍅𐌰𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌻𐌾𐌰𐌽#Gothic,waljan,waljan,"choose, select, pick",v,walj
𐍅𐌰𐌻𐌿𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌻𐌿𐍃#Gothic,walus,walus,"staff, stick",n,walus
𐍅𐌰𐌻𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌻𐍄𐌾𐌰𐌽#Gothic,waltjan,waltjan,"roll, thrash_or_tumble_about",v,waltj
𐍅𐌰𐌻𐍅𐌾𐌰𐌽,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍅𐌰𐌻𐍅𐌾𐌰𐌽#Gothic,walwjan,walwjan,,r,walwjan
𐍅𐌰𐌼𐌱𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌼𐌱𐌰#Gothic,wamba,wamba,womb,n,wamba
𐍅𐌰𐌼𐌼,https://en.wiktionary.org/wiki/𐍅𐌰𐌼𐌼#Gothic,wamm,wamm,"stain, spot, blemish, flaw",n,wamm
𐍅𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌽#Gothic,wan,wan,"deficiency, lack",n,wan
𐍅𐌰𐌽𐌰𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌽𐌰𐌹𐌽𐍃#Gothic,wanains,wanɛns,"waning, diminishing",n,wanɛns
𐍅𐌰𐌽𐌳𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌽𐌳𐌾𐌰𐌽#Gothic,wandjan,wandjan,turn,v,wandj
𐍅𐌰𐌽𐌳𐌿𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌽𐌳𐌿𐍃#Gothic,wandus,wandus,", rod",n,wandus
𐍅𐌰𐌽𐌹𐌽𐌰𐍃𐍃𐌿𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌽𐌹𐌽𐌰𐍃𐍃𐌿𐍃#Gothic,waninassus,wanɪnassus,"lack, shortage",n,wanɪnassus
𐍅𐌰𐌽𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌽𐍃#Gothic,wans,wans,"lacking, missing, void",a,wans
𐍅𐌰𐌾𐌰𐌼𐌴𐍂𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌾𐌰𐌼𐌴𐍂𐌴𐌹𐌽𐍃#Gothic,wajamērēins,wajamereɪns,"blasphemy, slander, sacrilegious_or_evil_speech",n,wajamereɪns
𐍅𐌰𐌾𐌰𐌼𐌴𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌾𐌰𐌼𐌴𐍂𐌾𐌰𐌽#Gothic,wajamērjan,wajamerjan,"blaspheme, slander",v,wajamerj
𐍅𐌰𐌿𐍂𐌳,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐌳#Gothic,waurd,wɔrd,word,n,wɔrd
𐍅𐌰𐌿𐍂𐌳𐌰𐌷𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐌳𐌰𐌷𐍃#Gothic,waurdahs,wɔrdahs,pertaining_words_and_speech,a,wɔrdahs
𐍅𐌰𐌿𐍂𐌳𐌰𐌾𐌹𐌿𐌺𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐌳𐌰𐌾𐌹𐌿𐌺𐌰#Gothic,waurdajiuka,wɔrdajɪuka,"word_fight, logomachy, debate",n,wɔrdajɪuka
𐍅𐌰𐌿𐍂𐌺𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐌺𐌾𐌰𐌽#Gothic,waurkjan,wɔrkjan,"work, make",v,wɔrkj
𐍅𐌰𐌿𐍂𐌼𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐌼𐍃#Gothic,waurms,wɔrm̥s,"snake, serpent",n,wɔrm̥s
𐍅𐌰𐌿𐍂𐍃𐍄𐍅,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐍃𐍄𐍅#Gothic,waurstw,wɔrstw,", work, deed, accomplishment",n,wɔrstw
𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌰#Gothic,waurstwa,wɔrstwa,", worker",n,wɔrstwa
𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌴𐌹,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌴𐌹#Gothic,waurstwēi,wɔrstweɪ,"an_act, deed",n,wɔrstweɪ
𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌴𐌹𐌲𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌴𐌹𐌲𐍃#Gothic,waurstwēigs,wɔrstweɪɣs,"effective, useful, operational",a,wɔrstweɪɣs
𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌾𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌾𐌰#Gothic,waurstwja,wɔrstwja,", worker, esp._, farmer",n,wɔrstwja
𐍅𐌰𐌿𐍂𐍄𐍃,https://en.wiktionary.org/wiki/𐍅𐌰𐌿𐍂𐍄𐍃#Gothic,waurts,wɔrts,root,n,wɔrts
𐍅𐌰𐍂𐌲𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐍂𐌲𐌹𐌸𐌰#Gothic,wargiþa,warɡɪθa,"condemnation, judgment, damnation",n,warɡɪθa
𐍅𐌰𐍂𐌳𐌾𐌰,https://en.wiktionary.org/wiki/𐍅𐌰𐍂𐌳𐌾𐌰#Gothic,wardja,wardja,"guard, sentry",n,wardja
𐍅𐌰𐍂𐌼𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐍂𐌼𐌾𐌰𐌽#Gothic,warmjan,warm̥jan,warm,v,warm̥j
𐍅𐌰𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐍂𐌾𐌰𐌽#Gothic,warjan,warjan,forbid,v,warj
𐍅𐌰𐍃𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌰𐍃𐌾𐌰𐌽#Gothic,wasjan,wasjan,clothe,v,wasj
𐍅𐌰𐍃𐍄𐌹,https://en.wiktionary.org/wiki/𐍅𐌰𐍃𐍄𐌹#Gothic,wasti,wastɪ,", garment, piece_of_clothing",n,wastɪ
𐍅𐌰𐍄𐍉,https://en.wiktionary.org/wiki/𐍅𐌰𐍄𐍉#Gothic,watō,wato,water,n,wato
𐍅𐌴𐌲𐍃,https://en.wiktionary.org/wiki/𐍅𐌴𐌲𐍃#Gothic,wēgs,weɣs,"agitation_of_, sea",n,weɣs
𐍅𐌴𐌹𐌷𐌰,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌷𐌰#Gothic,wēiha,weɪha,priest,n,weɪha
𐍅𐌴𐌹𐌷𐌰𐌱𐌰,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌷𐌰𐌱𐌰#Gothic,wēihaba,weɪhaβa,holily,r,weɪhaβa
𐍅𐌴𐌹𐌷𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌷𐌰𐌽#Gothic,wēihan,weɪhan,"hallow, consecrate, sanctify",v,weɪh
𐍅𐌴𐌹𐌷𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌷𐌹𐌸𐌰#Gothic,wēihiþa,weɪhɪθa,"sanctity, holiness",n,weɪhɪθa
𐍅𐌴𐌹𐌷𐌽𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌷𐌽𐌰𐌽#Gothic,wēihnan,weɪhnan,"become_hallowed, sanctified",v,weɪhn
𐍅𐌴𐌹𐌷𐍃,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌷𐍃#Gothic,wēihs,weɪhs,"holy, sacred",a,weɪhs
𐍅𐌴𐌹𐌽,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌽#Gothic,wēin,weɪn,wine,n,weɪn
𐍅𐌴𐌹𐌽𐌰𐌱𐌰𐍃𐌹,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌽𐌰𐌱𐌰𐍃𐌹#Gothic,wēinabasi,weɪnaβasɪ,grape,n,weɪnaβasɪ
𐍅𐌴𐌹𐌽𐌰𐌲𐌰𐍂𐌳𐍃,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌽𐌰𐌲𐌰𐍂𐌳𐍃#Gothic,wēinagards,weɪnaɣards,vineyard,n,weɪnaɣards
𐍅𐌴𐌹𐌽𐌰𐍄𐌰𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌽𐌰𐍄𐌰𐌹𐌽𐍃#Gothic,wēinatains,weɪnatɛns,vine_twig,n,weɪnatɛns
𐍅𐌴𐌹𐌽𐌰𐍄𐍂𐌹𐌿,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌽𐌰𐍄𐍂𐌹𐌿#Gothic,wēinatriu,weɪnatrɪu,vine,n,weɪnatrɪu
𐍅𐌴𐌹𐌽𐌳𐍂𐌿𐌲𐌺𐌾𐌰,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌽𐌳𐍂𐌿𐌲𐌺𐌾𐌰#Gothic,wēindrugkja,weɪndruŋkja,"drunkard, winebibber",n,weɪndruŋkja
𐍅𐌴𐌹𐌽𐌽𐌰𐍃,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐌽𐌽𐌰𐍃#Gothic,wēinnas,weɪnnas,"drunk, wine_addicted",a,weɪnnas
𐍅𐌴𐌹𐍀𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐍀𐌰𐌽#Gothic,wēipan,weɪpan,"wreathe, crown",v,weɪp
𐍅𐌴𐌹𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍅𐌴𐌹𐍃#Gothic,wēis,weɪs,we,r,weɪs
𐍅𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐍃#Gothic,wēis,weɪs,we,r,weɪs
𐍅𐌴𐌹𐍄𐌰𐌽,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍅𐌴𐌹𐍄𐌰𐌽#Gothic,wēitan,weɪtan,,r,weɪtan
𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌴𐌹,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌴𐌹#Gothic,wēitwōdēi,weɪtwoðeɪ,testimony,n,weɪtwoðeɪ
𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌴𐌹𐌽𐍃#Gothic,wēitwōdēins,weɪtwoðeɪns,", act_of_bearing_witness, testifying",n,weɪtwoðeɪns
𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌹,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌹#Gothic,wēitwōdi,weɪtwoðɪ,testimony,n,weɪtwoðɪ
𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌹𐌸𐌰#Gothic,wēitwōdiþa,weɪtwoðɪθa,testimony,n,weɪtwoðɪθa
𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌾𐌰𐌽#Gothic,wēitwōdjan,weɪtwoðjan,"testify_as_, witness",v,weɪtwoðj
𐍅𐌴𐌹𐍄𐍅𐍉𐌸𐍃,https://en.wiktionary.org/wiki/𐍅𐌴𐌹𐍄𐍅𐍉𐌸𐍃#Gothic,wēitwōþs,weɪtwoθs,witness,n,weɪtwoθs
𐍅𐌴𐌽𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌴𐌽𐌾𐌰𐌽#Gothic,wēnjan,wenjan,"await, expect",v,wenj
𐍅𐌴𐌽𐍃,https://en.wiktionary.org/wiki/𐍅𐌴𐌽𐍃#Gothic,wēns,wens,"hope, expectation",n,wens
𐍅𐌴𐍀𐌽,https://en.wiktionary.org/wiki/𐍅𐌴𐍀𐌽#Gothic,wēpn,wepn,weapon,n,wepn
𐍅𐌴𐍂𐌴𐌺𐌰,https://en.wiktionary.org/wiki/𐍅𐌴𐍂𐌴𐌺𐌰#Gothic,wērēka,wereka,A_male_given_name,n,wereka
𐍅𐌹𐌲𐌰𐌳𐌴𐌹𐌽𐍉𐌼,https://en.wiktionary.org/wiki/𐍅𐌹𐌲𐌰𐌳𐌴𐌹𐌽𐍉𐌼#Gothic,wigadēinōm,wɪɣaðeɪnom,thistle,n,wɪɣaðeɪnom
𐍅𐌹𐌲𐌰𐌽,https://en.wiktionary.org/wiki/𐍅𐌹𐌲𐌰𐌽#Gothic,wigan,wɪɣan,war,n,wɪɣan
𐍅𐌹𐌲𐍃,https://en.wiktionary.org/wiki/𐍅𐌹𐌲𐍃#Gothic,wigs,wɪɣs,road,n,wɪɣs
𐍅𐌹𐌳𐌿𐍅𐌰𐌹𐍂𐌽𐌰,https://en.wiktionary.org/wiki/𐍅𐌹𐌳𐌿𐍅𐌰𐌹𐍂𐌽𐌰#Gothic,widuwairna,wɪðuwɛrna,orphan,n,wɪðuwɛrna
