got_lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,got_links,got_occurences,got_certainty,got_reconstructedness,got_ipa,got_en,got_pos
usbalþjan,V.,"wagen, sich erkühnen","be arrogant, be insolent, brazen out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,[],certain,word,usbalθjan,"be_arrogant, be_insolent, brazen_out",v
usbaugjan,V.,ausfegen,"broom out, sweep out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['1'],certain,form,usbauɣjan,"broom_out, sweep_out",v
usbeidan,V.,"erwarten, Geduld haben","expect, await, look for, wait for",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['5'],certain,form,usbiðan,"expect, await, look_for, wait_for",v
usbeisnei,F.,"Geduld, Langmut","long-abiding, patience, waiting out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['3'],certain,,usbisni,"longabiding, patience, waiting_out",n
usbeisneigs,Adj.,"geduldig, langmütig","long-abiding, patient",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['2'],certain,form,usbisniɣs,"longabiding, patient",a
usbeisns,F.,"Erwartung, Geduld, Langmut","expectation, awaiting, long-abiding, patience",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['5'],certain,form,usbisns,"expectation, awaiting, longabiding, patience",n
usbidan,V.,erbitten,"make a prayerful wish for, wish prayerfully",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['1'],certain,form,usbɪðan,"make_a_prayerful_wish_for, wish_prayerfully",v
usbliggwan,V.,durchbleuen,"beat severely, flog (V.), scourge (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['7'],certain,form,usblɪɡɡwan,"beat_severely, flog, scourge",v
usblōtan,V.,bitten,"pray, adjure, implore, supplicate worshipfully",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,[],uncertain,word,usblotan,"pray, adjure, implore, supplicate_worshipfully",v
usblōteins,F.,"Bitte, Flehen, Gebet","prayer (N.), supplication, adjuration, imploring (N.), requesting (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['21'],certain,form,usblotins,"prayer, supplication, adjuration, imploring, requesting",n
usbraidjan,V.,ausbreiten nach,"spread out, extend, stretch out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['1'],certain,form,usbraɪðjan,"spread_out, extend, stretch_out",v
usbruknan,V.,"ausgebrochen werden, abgebrochen werden","break off, become broken off",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['3'],certain,form,usbruknan,"break_off, become_broken_off",v
usbugjan,V.,erkaufen,"buy (V.), buy up, acquire through purchase (V.), redeem",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['7'],certain,form,usbuɣjan,"buy, buy_up, acquire_through_purchase, redeem",v
usdaudei,F.,"Ausdauer, Eifer","vigour, energy, endurance, zeal",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['8'],certain,form,usdauði,"vigour, energy, endurance, zeal",n
usdaudjan,V.,"sich beeifern, seine Ehre suchen","strive vigorously, make energetic endeavours, be eager",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['8'],certain,form,usdauðjan,"strive_vigorously, make_energetic_endeavours, be_eager",v
usdaudō,Adv.,eifrig,"vigorously, energetically, earnestly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['3'],certain,,usdauðo,"vigorously, energetically, earnestly",r
usdauþs,Adj.,eifrig,"vigorous, energetic, earnest",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['3'],certain,form,usdauθs,"vigorous, energetic, earnest",a
usdreiban,V.,"austreiben, vertreiben","drive out, expel",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['12'],certain,,usdriβan,"drive_out, expel",v
usdriusan,V.,herausfallen,"fall away, fall out, fall off",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['3'],certain,form,usdrɪusan,"fall_away, fall_out, fall_off",v
usdrusts,F.,rauher Weg,"potholed area, uneven area, rough road",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['1'],certain,form,usdrusts,"potholed_area, uneven_area, rough_road",n
usfaírina,Adj.,tadellos,"outside of culpability, beyond reproach, blameless",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['3'],certain,,usɸɛrɪna,"outside_of_culpability, beyond_reproach, blameless",a
usfarþō,F.,Ausfahrt?,"emergency egress, emergency evacuation, departure",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['1'],certain,form,usɸarθo,"emergency_egress, emergency_evacuation, departure",n
usfarþōn,V.,ausfahren?,take for a drive,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,[],uncertain,word,usɸarθon,take_for_a_drive,v
usfilh,N.,Begräbnis,"interment, burial",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['1'],certain,form,usɸɪlh,"interment, burial",n
usfilhan,V.,begraben (V.),"inter (V.), bury",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['4'],certain,,usɸɪlhan,"inter, bury",v
usfilma,Adj.,"erschrocken, entsetzt","shaken, struck, amazed, bewildered, frightened, astonished",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['2'],certain,form,usɸɪlma,"shaken, struck, amazed, bewildered, frightened, astonished",a
usfilmei,F.,Entsetzen,"amazement, bewilderment, astonishment",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['2'],certain,,usɸɪlmi,"amazement, bewilderment, astonishment",n
usflaugjan,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,[],certain,form,usɸlauɣjan,,v
usfōdeins,F.,Nahrung,"nourishment, food, nutriment",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['1'],certain,form,usɸoðins,"nourishment, food, nutriment",n
usfōdjan,V.,nähren,"nourish, provide with food",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,[],uncertain,word,usɸoðjan,"nourish, provide_with_food",v
usfraisan,V.,versuchen,"expose to the test, tempt",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['1'],certain,form,usɸraɪsan,"expose_to_the_test, tempt",v
usfratwjan,V.,"klug machen, ausrüsten?, ausstatten?","instruct (V.), provide with knowledge, make wise",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['1'],certain,,usɸratwjan,"instruct, provide_with_knowledge, make_wise",v
usfulleins,F.,Erfüllung,"fulfillment, completion",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['43'],certain,,usɸullins,"fulfillment, completion",n
usfulljan,V.,"erfüllen, vollenden, ersetzen, zusammenfassen","fill up, fill completely, fulfill, bring to fulfillment, complete (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['3433'],certain,,usɸulljan,"fill_up, fill_completely, fulfill, bring_to_fulfillment, complete",v
usfullnan,V.,erfüllt werden von,"be filled up, become filled up, be fulfilled, become fulfilled, be brought to fu>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=253,['19'],certain,form,usɸullnan,"be_filled_up, become_filled_up, be_fulfilled, become_fulfilled, be_brought_to_fu",v
usgaggan,V.,"ausgehen, hinausgehen","go out, come out, go forth, pass out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['105'],certain,,usɡaŋɡan,"go_out, come_out, go_forth, pass_out",v
usgaisjan,V.,erschrecken,"strike aghast, frighten",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['1'],certain,form,usɡaɪsjan,"strike_aghast, frighten",v
usgeisnan,V.,"sich entsetzen, erstaunen, erschrecken","be aghast, become aghast, stand aghast, go out of one’s senses, be astonished",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['8'],certain,form,usɡisnan,"be_aghast, become_aghast, stand_aghast, go_out_of_ones_senses, be_astonished",v
usgiban,V.,"erstatten, bezahlen, darstellen, darbringen","give out, pay out, repay (V.), recompense (V.), give back, present (V.), offer (>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['22'],certain,,usɡɪβan,"give_out, pay_out, repay, recompense, give_back, present, offer",v
usgildan,V.,vergelten,"repay (V.), recompense (V.), requite, reward (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['7'],certain,,usɡɪldan,"repay, recompense, requite, reward",v
usgraban,V.,ausgraben,"dig out, get out by digging",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['3'],certain,form,usɡraβan,"dig_out, get_out_by_digging",v
usgrudja,Adj.,mutlos,"ex-avid, exhausted of desire, no longer avid, lacking courage",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['76'],certain,form,usɡruðja,"exavid, exhausted_of_desire, no_longer_avid, lacking_courage",a
usguldan,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,[],certain,,usɡuldan,,va
usgutnan,V.,verschüttet werden,"be poured out, become poured out, be spilled out, become spilled out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['3'],certain,form,usɡutnan,"be_poured_out, become_poured_out, be_spilled_out, become_spilled_out",v
ushafjan,V.,"erheben, wegnehmen","lift up, raise up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['18'],certain,,ushaɸjan,"lift_up, raise_up",v
ushāhansik,V.,sich erhängen,"hang o.s., commit suicide by hanging",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['1'],certain,,ushahansɪk,"hang_os, commit_suicide_by_hanging",v
ushaista,Adj.,"Mangel leidend, bedürftig","impoverished, depleted by demands, exhausted by claims, needy",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['1'],certain,,ushaɪsta,"impoverished, depleted_by_demands, exhausted_by_claims, needy",a
ushaitan,V.,herausfordern,"provoke, challenge (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['1'],certain,form,ushaɪtan,"provoke, challenge",v
ushauhjan,V.,erhöhen,"lift up, raise high, elevate, exalt, extol, magnify",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['9'],certain,,ushauhjan,"lift_up, raise_high, elevate, exalt, extol, magnify",v
ushauhnan,V.,"verherrlicht werden, erhöhen, erhöht werden","be raised high, become raised high, be elevated, become elevated, be exalted, be>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['2'],certain,,ushauhnan,"be_raised_high, become_raised_high, be_elevated, become_elevated, be_exalted, be",v
ushinþan,V.,erbeuten,"take captive, capture (V.), make prisoner of war",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['1'],certain,form,ushɪnθan,"take_captive, capture, make_prisoner_of_war",v
ushlaupan,V.,"aufspringen, sich aufmachen","leap forth, leap up, jump up, spring to one’s feet",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['1'],certain,form,ushlaupan,"leap_forth, leap_up, jump_up, spring_to_ones_feet",v
ushrainjan,V.,ausfegen,"cleanse out, purge out, clean out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['1'],certain,form,ushraɪnjan,"cleanse_out, purge_out, clean_out",v
ushramjan,V.,kreuzigen,crucify,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['18'],certain,,ushramjan,crucify,v
ushrisjan,V.,abschütteln,shake off,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=254,['1'],certain,form,ushrɪsjan,shake_off,v
ushulōn,V.,aushöhlen,"hollow out, hew out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['1'],certain,form,ushulon,"hollow_out, hew_out",v
uskannjan,V.,"verkünden, berichten, empfehlen, kundtun","make known, introduce",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['2'],certain,,uskannjan,"make_known, introduce",v
uskeinan,V.,hervorkeimen,"sprout up, bud forth, grow from",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['3'],certain,form,uskinan,"sprout_up, bud_forth, grow_from",v
uskijans,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,[],certain,form,uskɪjans,,va
uskiusan,V.,"erproben, verwerfen, vertreiben, auswählen","eliminate, reject (V.), disapprove, declare useless, test (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['10'],certain,,uskɪusan,"eliminate, reject, disapprove, declare_useless, test",v
uskunþs,"V., Adj.","bekannt, offenbar","recognized, well-known, manifested, recognizable, transparent",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['5'],certain,,uskunθs,"recognized, wellknown, manifested, recognizable, transparent",va
uskusans,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,[],certain,,uskusans,,va
uslagjan,V.,"auflegen, anlegen","lay outstretched, lay out, lay on",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['8'],certain,,uslaɣjan,"lay_outstretched, lay_out, lay_on",v
uslaisiþs,"V., Adj.","belehrt, gelehrt","instructed, educated",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,[],uncertain,word,uslaɪsɪθs,"instructed, educated",va
uslaisjan,V.,"belehren, lehren","teach, educate, instruct thoroughly, train (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['2'],certain,form,uslaɪsjan,"teach, educate, instruct_thoroughly, train",v
uslaubjan,V.,erlauben,"allow, let (V.), give consent, permit (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['11'],certain,form,uslauβjan,"allow, let, give_consent, permit",v
uslauseins,F.,Erlösung,"release (N.), liberation, freeing, salvation",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['2'],certain,form,uslausins,"release, liberation, freeing, salvation",n
uslausjan,V.,"entledigen, entäußern, entleeren, berauben, erlösen, befreien, entwurzeln","make empty, divest, make void, liberate, free (V.), save",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['5'],certain,form,uslausjan,"make_empty, divest, make_void, liberate, free, save",v
usleiþan,V.,"hinausgehen, weggehen, verreisen, vergehen","pass forth, travel out, go out, go away, vanish",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['12'],certain,,usliθan,"pass_forth, travel_out, go_out, go_away, vanish",v
uslētan,V.,ausschließen,"let out, exclude, oust",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['1'],certain,,usletan,"let_out, exclude, oust",v
usliþa,Adj.,"gichtbrüchig, Gichtbrüchiger (= subst.)","paralytic, of disabled limb",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['12'],certain,,uslɪθa,"paralytic, of_disabled_limb",a
usluk,N.,"Eröffnung, Öffnung, Loch",opening (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['1'],certain,form,usluk,opening,n
uslūkan,V.,"erschließen, öffnen","open (V.), unlock, unsheathe",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['17'],certain,,uslukan,"open, unlock, unsheathe",v
uslūkans,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,[],certain,form,uslukans,,va
uslūknan,V.,"sich erschließen, sich öffnen","be opened, become opened, be unlocked, become unlocked",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=255,['9'],certain,form,usluknan,"be_opened, become_opened, be_unlocked, become_unlocked",v
uslūkns,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,[],certain,,uslukns,,va
usluneins,F.,Erlösung,"redemption, salvation",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['1'],certain,form,uslunins,"redemption, salvation",n
uslunjan,V.,erlösen,"redeem, buy out of ransom",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,[],uncertain,word,uslunjan,"redeem, buy_out_of_ransom",v
uslutōn,V.,"verführen, irreführen","deceive, delude, beguile, mislead",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['9'],certain,form,usluton,"deceive, delude, beguile, mislead",v
usmaitan,V.,"ausschneiden, abschneiden, ausrotten, aushauen","cut out, excise, cut away, castrate, prune (V.), amputate",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['6'],certain,form,usmaɪtan,"cut_out, excise, cut_away, castrate, prune, amputate",v
usmanagnan,V.,"sich vermehren, sich reichlich zeigen",increase (V.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['1'],certain,form,usmanaɣnan,increase,v
usmērjan,V.,verkünden,"spread abroad word of, publicize, publish (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['1'],certain,form,usmerjan,"spread_abroad_word_of, publicize, publish",v
usmērnan,V.,"sich verbreiten, sich ausbreiten","be promulgated, become promulgated, be public, become public, spread",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['1'],certain,form,usmernan,"be_promulgated, become_promulgated, be_public, become_public, spread",v
usmēt,N.,"Lebensführung, Lebenswandel, Bürgerrecht, Wandel","behaviour, conduct (N.), mode of life, way of life, culture, cultural community,>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['6'],certain,form,usmet,"behaviour, conduct, mode_of_life, way_of_life, culture, cultural_community, ",n
usmitan,V.,"wandeln, leben, sich benehmen","behave, comport o.s., conduct o.s.",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['6'],certain,,usmɪtan,"behave, comport_os, conduct_os",v
usniman,V.,"herausnehmen, wegnehmen, aufnehmen, mitnehmen, annehmen","extract (V.), remove (V.), take off of, take out, take from, take away, take alo>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['18'],certain,form,usnɪman,"extract, remove, take_off_of, take_out, take_from, take_away, take_alo",v
usnjan,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,[],uncertain,word,usnjan,,v
usqiman,V.,"umbringen, den Tod geben","kill (V.), put to death, annihilate, destroy",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['28'],certain,,uskwɪman,"kill, put_to_death, annihilate, destroy",v
usqiss,F.,"Beschuldigung, Anklage, Nachrede","exposing announcement, incriminating disclosure, public crimination, accusation",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['1'],certain,form,uskwɪss,"exposing_announcement, incriminating_disclosure, public_crimination, accusation",n
usqistjan,V.,"verderben, umbringen, töten, zugrunde richten","annihilate, kill (V.), exterminate, destroy utterly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=256,['8'],certain,,uskwɪstjan,"annihilate, kill, exterminate, destroy_utterly",v
